488,6
489,4
490,4
491,4
492,1
493,5
494,4
495,6
496,6
497,4
498,4
499,4
500,4
501,5
502,4
503,3
504,5
505,2
506,6
507,1
508,3
509,1
510,2
511,3
512,5
513,5
514,5
515,6
516,2
517,5
518,6
519,3
520,3
521,4
522,2
523,4
524,4
525,3
526,3
527,3
528,3
529,2
530,3
531,4
532,4
533,2
534,1
535,5
536,6
537,1
538,5
539,2
540,6
541,6
542,2
543,6
544,6
545,5
546,3
547,4
548,1
549,6
550,5
551,2
552,4
553,6
554,1
555,3
556,4
557,3
558,5
559,1
560,6
561,3
562,6
563,4
564,1
565,5
566,6
567,4
568,1
569,5
570,5
571,1
572,6
573,4
574,6
575,5
576,2
577,3
578,5
579,3
580,2
581,6
582,1
583,6
584,3
585,1
586,6
587,3
588,6
589,3
590,6
591,6
592,1
593,4
594,3
595,5
596,6
597,2
598,2
599,4
600,4
601,1
602,3
603,1
604,5
605,4
606,5
607,6
608,2
609,6
610,4
611,5
612,4
613,5
614,4
615,4
616,6
617,1
618,4
619,1
620,4
621,6
622,3
623,2
624,1
625,2
626,4
627,3
628,6
629,3
630,4
631,1
632,6
633,3
634,2
635,3
636,2
637,4
638,2
639,1
640,5
641,1
642,6
643,2
644,1
645,3
646,5
647,6
648,6
649,1
650,3
651,5
652,6
653,1
654,1
655,5
656,2
657,5
658,3
659,4
660,4
661,1
662,6
663,6
664,2
665,1
666,3
667,5
668,4
669,3
670,5
671,5
672,2
673,3
674,1
675,3
676,3
677,5
678,3
679,5
680,6
681,2
682,5
683,2
684,4
685,3
686,4
687,6
688,4
689,5
690,6
691,5
692,2
693,5
694,5
695,4
696,1
697,3
698,5
699,4
700,3
701,5
702,2
703,5
704,4
705,4
706,3
707,3
708,1
709,5
710,4
711,5
712,1
713,2
714,2
715,6
716,6
717,5
718,2
719,3
720,6
721,6
722,4
723,4
724,6
725,6
726,5
727,6
728,3
729,2
730,4
731,4
732,2
733,4
734,3
735,3
736,2
737,2
738,6
739,2
740,4
741,5
742,6
743,3
744,2
745,3
746,1
747,5
748,3
749,4
750,5
751,5
752,6
753,3
754,5
755,6
756,5
757,4
758,5
759,4
760,2
761,6
762,4
763,3
764,4
765,6
766,4
767,2
768,5
769,4
770,2
771,3
772,2
773,3
774,5
775,3
776,3
777,3
778,3
779,5
780,1
781,1
782,6
783,5
784,3
785,3
786,5
787,3
788,4
789,5
790,1
791,5
792,3
793,6
794,5
795,2
796,2
797,5
798,1
799,2
800,4
801,3
802,6
803,3
804,4
805,2
806,1
807,6
808,3
809,3
810,1
811,5
812,4
813,1
814,1
815,2
816,6
817,4
818,2
819,4
820,5
821,3
822,1
823,4
824,4
825,3
826,4
827,2
828,1
829,1
830,5
831,6
832,5
833,5
834,2
835,2
836,4
837,2
838,4
839,6
840,2
841,3
842,3
843,4
844,4
845,2
846,3
847,3
848,3
849,3
850,6
851,3
852,6
853,4
854,5
855,5
856,4
857,5
858,4
859,5
860,1
861,1
862,2
863,1
864,4
865,1
866,3
867,1
868,5
869,1
870,2
871,3
872,1
873,1
874,5
875,2
876,1
877,3
878,5
879,4
880,5
881,6
882,1
883,3
884,3
885,6
886,2
887,5
888,6
889,6
890,1
891,5
892,6
893,1
894,1
895,3
896,1
897,5
898,6
899,4
900,6
901,6
902,2
903,2
904,4
905,4
906,5
907,5
908,1
909,4
910,1
911,1
912,2
913,6
914,6
915,4
916,4
917,2
918,3
919,5
920,4
921,2
922,6
923,5
924,2
925,4
926,4
927,6
928,2
929,4
930,2
931,6
932,5
933,5
934,1
935,5
936,2
937,3
938,3
939,6
940,5
941,4
942,3
943,2
944,1
945,6
946,5
947,6
948,6
949,6
950,6
951,2
952,4
953,1
954,2
955,4
956,2
957,1
958,5
959,2
960,2
961,6
962,2
963,6
964,5
965,5
966,4
967,2
968,1
969,4
970,4
971,3
972,6
973,4
974,4
975,2
976,2
977,1
978,6
979,6
980,4
981,5
982,5
983,5
984,1
985,2
986,6
987,4
988,1
989,1
990,5
991,2
992,4
993,3
994,1
995,3
996,1
997,1
998,4
999,5
1000,1
1001,3
1002,2
1003,2
1004,5
1005,1
1006,1
1007,5
1008,3
1009,1
1010,4
1011,1
1012,3
1013,6
1014,2
1015,1
1016,4
1017,6
1018,5
1019,6
1020,4
1021,2
1022,5
1023,6
1024,6
1025,3
1026,2
1027,5
1028,5
1029,3
1030,6
1031,3
1032,1
1033,3
1034,2
1035,4
1036,6
1037,3
1038,4
1039,2
1040,4
1041,2
1042,1
1043,5
1044,6
1045,5
1046,3
1047,4
1048,6
1049,5
1050,5
1051,5
1052,1
1053,2
1054,6
1055,1
1056,4
1057,1
1058,1
1059,5
1060,6
1061,4
1062,2
1063,2
1064,4
1065,5
1066,4
1067,2
1068,4
1069,3
1070,5
1071,3
1072,3
1073,4
1074,5
1075,2
1076,3
1077,6
1078,4
1079,3
1080,4
1081,3
1082,6
1083,4
1084,5
1085,2
1086,3
1087,2
1088,1
1089,6
1090,4
1091,2
1092,4
1093,5
1094,4
1095,6
1096,1
1097,3
1098,3
1099,4
1100,3
1101,5
1102,2
1103,1
1104,1
1105,4
1106,5
1107,5
1108,2
1109,2
1110,5
1111,5
1112,4
1113,1
1114,2
1115,3
1116,4
1117,1
1118,2
1119,2
1120,6
1121,2
1122,1
1123,2
1124,4
1125,5
1126,5
1127,1
1128,6
1129,5
1130,4
1131,5
1132,2
1133,4
1134,4
1135,3
1136,5
1137,3
1138,6
1139,6
1140,2
1141,1
1142,2
1143,3
1144,5
1145,1
1146,1
1147,6
1148,5
1149,4
1150,3
1151,2
1152,2
1153,4
1154,4
1155,6
1156,1
1157,3
1158,5
1159,1
1160,5
1161,2
1162,1
1163,2
1164,3
1165,1
1166,5
1167,4
1168,5
1169,5
1170,3
1171,1
1172,3
1173,1
1174,5
1175,5
1176,3
1177,2
1178,6
1179,2
1180,5
1181,5
1182,6
1183,6
1184,1
1185,5
1186,4
1187,1
1188,1
1189,5
1190,6
1191,3
1192,5
1193,4
1194,1
1195,3
1196,6
1197,1
1198,4
1199,5
1200,5
1201,4
1202,4
1203,6
1204,3
1205,1
1206,3
1207,6
1208,5
1209,5
1210,1
1211,4
1212,4
1213,2
1214,4
1215,6
1216,2
1217,6
1218,2
1219,2
1220,2
1221,5
1222,6
1223,3
1224,4
1225,6
1226,6
1227,3
1228,3
1229,3
1230,2
1231,3
1232,4
1233,2
1234,3
1235,5
1236,1
1237,3
1238,2
1239,4
1240,3
1241,2
1242,3
1243,2
1244,6
1245,5
1246,2
1247,4
1248,4
1249,6
1250,1
1251,2
1252,2
1253,3
1254,4
1255,6
1256,3
1257,4
1258,2
1259,1
1260,2
1261,4
1262,5
1263,5
1264,2
1265,5
1266,6
1267,5
1268,4
1269,6
1270,1
1271,3
1272,4
1273,6
1274,4
1275,4
1276,3
1277,5
1278,1
1279,5
1280,1
1281,6
1282,3
1283,4
1284,6
1285,4
1286,2
1287,1
1288,6
1289,2
1290,5
1291,5
1292,4
1293,2
1294,3
1295,5
1296,6
1297,2
1298,6
1299,6
1300,3
1301,6
1302,4
1303,5
1304,3
1305,4
1306,6
1307,1
1308,4
1309,4
1310,1
1311,3
1312,3
1313,4
1314,5
1315,5
1316,2
1317,3
1318,2
1319,4
1320,4
1321,3
1322,5
1323,6
1324,4
1325,1
1326,4
1327,5
1328,4
1329,1
1330,2
1331,3
1332,3
1333,5
1334,3
1335,2
1336,6
1337,6
1338,2
1339,6
1340,4
1341,1
1342,1
1343,1
1344,4
1345,3
1346,6
1347,6
1348,2
1349,3
1350,2
1351,5
1352,2
1353,1
1354,6
1355,5
1356,3
1357,3
1358,3
1359,2
1360,6
1361,1
1362,6
1363,6
1364,3
1365,3
1366,3
1367,6
1368,3
1369,2
1370,5
1371,4
1372,6
1373,6
1374,3
1375,4
1376,6
1377,2
1378,3
1379,4
1380,6
1381,1
1382,3
1383,1
1384,5
1385,3
1386,6
1387,3
1388,4
1389,3
1390,6
1391,2
1392,4
1393,6
1394,1
1395,1
1396,5
1397,2
1398,2
1399,2
1400,4
1401,3
1402,4
1403,1
1404,4
1405,5
1406,3
1407,1
1408,5
1409,4
1410,6
1411,1
1412,2
1413,1
1414,2
1415,4
1416,5
1417,2
1418,3
1419,4
1420,1
1421,4
1422,4
1423,3
1424,3
1425,4
1426,1
1427,4
1428,2
1429,2
1430,5
1431,6
1432,6
1433,3
1434,1
1435,1
1436,2
1437,1
1438,2
1439,5
1440,6
1441,5
1442,4
1443,5
1444,6
1445,5
1446,6
1447,4
1448,1
1449,6
1450,5
1451,6
1452,3
1453,1
1454,4
1455,6
1456,4
1457,3
1458,4
1459,1
1460,1
1461,3
1462,6
1463,1
1464,4
1465,4
1466,5
1467,1
1468,5
1469,4
1470,5
1471,5
1472,1
1473,6
1474,5
1475,1
1476,6
1477,5
1478,4
1479,4
1480,3
1481,1
1482,2
1483,2
1484,4
1485,3
1486,4
1487,5
1488,5
1489,5
1490,5
1491,4
1492,5
1493,1
1494,2
1495,6
1496,1
1497,2
1498,4
1499,3
1500,2
1501,3
1502,5
1503,3
1504,2
1505,6
1506,5
1507,4
1508,5
1509,1
1510,4
1511,2
1512,6
1513,3
1514,3
1515,5
1516,4
1517,3
1518,1
1519,1
1520,1
1521,1
1522,5
1523,1
1524,3
1525,1
1526,2
1527,2
1528,6
1529,5
1530,6
1531,5
1532,5
1533,4
1534,4
1535,4
1536,2
1537,5
1538,1
1539,5
1540,2
1541,1
1542,3
1543,1
1544,3
1545,6
1546,1
1547,3
1548,4
1549,2
1550,5
1551,4
1552,1
1553,1
1554,5
1555,1
1556,3
1557,6
1558,4
1559,1
1560,6
1561,2
1562,4
1563,5
1564,6
1565,6
1566,4
1567,6
1568,6
1569,1
1570,5
1571,5
1572,4
1573,1
1574,5
1575,6
1576,2
1577,6
1578,2
1579,3
1580,3
1581,6
1582,4
1583,3
1584,5
1585,5
1586,2
1587,6
1588,2
1589,1
1590,3
1591,3
1592,2
1593,6
1594,2
1595,4
1596,2
1597,2
1598,6
1599,2
1600,5
1601,2
1602,3
1603,6
1604,2
1605,2
1606,6
1607,1
1608,6
1609,4
1610,2
1611,5
1612,5
1613,2
1614,6
1615,6
1616,3
1617,4
1618,4
1619,3
1620,2
1621,5
1622,2
1623,4
1624,5
1625,6
1626,6
1627,1
1628,1
1629,3
1630,3
1631,2
1632,2
1633,5
1634,4
1635,5
1636,2
1637,2
1638,5
1639,1
1640,5
1641,5
1642,3
1643,2
1644,2
1645,4
1646,4
1647,3
1648,1
1649,1
1650,5
1651,3
1652,1
1653,3
1654,6
1655,5
1656,6
1657,5
1658,6
1659,5
1660,2
1661,5
1662,3
1663,4
1664,4
1665,5
1666,3
1667,2
1668,1
1669,1
1670,6
1671,1
1672,1
1673,6
1674,3
1675,6
1676,3
1677,6
1678,5
1679,5
1680,6
1681,3
1682,3
1683,2
1684,3
1685,4
1686,1
1687,6
1688,2
1689,1
1690,2
1691,4
1692,3
1693,2
1694,2
1695,1
1696,6
1697,4
1698,3
1699,2
1700,6
