213,33112,8
214,30868,8
215,27794,8
216,31292,14
217,22700,4
218,25426,7
219,24652,14
220,39826,1
221,36828,9
222,28218,9
223,19032,1
224,39506,6
225,37844,15
226,25248,18
227,30980,13
228,15126,16
229,36254,14
230,36124,13
231,34822,9
232,23042,10
233,33576,19
234,32134,13
235,24048,10
236,30852,5
237,15382,8
238,35798,9
239,37912,11
240,22686,12
241,17592,8
242,30388,3
243,16948,12
244,34990,3
245,23552,16
246,18394,2
247,22996,14
248,26744,9
249,27476,16
250,19308,9
251,39012,11
252,35818,17
253,23940,9
254,20262,11
255,34082,19
256,15700,1
257,30650,10
258,16854,1
259,15478,11
260,37770,12
261,28690,6
262,24296,18
263,17098,12
264,29180,3
265,33168,15
266,22654,18
267,19630,16
268,23978,14
269,28128,14
270,38938,17
271,26174,16
272,23782,4
273,38778,6
274,36872,16
275,30180,14
276,15026,18
277,17812,13
278,32258,16
279,21840,16
280,23930,16
281,28546,7
282,37840,15
283,15378,11
284,24610,8
285,22636,1
286,16240,18
287,33430,9
288,25546,3
289,31756,13
290,22096,17
291,26342,6
292,31528,2
293,27210,11
294,37536,11
295,23198,19
296,17956,4
297,36764,15
298,31446,6
299,37848,6
300,25008,14
301,19924,13
302,34010,14
303,25622,12
304,23326,4
305,18852,9
306,39326,7
307,22112,6
308,27828,18
309,24978,3
310,31312,6
311,34418,11
312,38746,16
313,29042,5
314,18834,18
315,30504,6
316,28234,11
317,18078,17
318,37802,17
319,37290,19
320,36904,3
321,20096,4
322,20788,11
323,30656,17
324,23506,3
325,26740,19
326,29792,1
327,26000,14
328,33504,14
329,39188,5
330,31890,11
331,31610,4
332,23430,8
333,36654,13
334,21116,1
335,34174,15
336,33488,18
337,22694,15
338,17738,4
339,20374,17
340,33058,11
341,22346,2
342,20512,4
343,39840,10
344,36226,4
345,15916,9
346,37034,1
347,15244,16
348,27814,12
349,16060,7
350,30122,8
351,23012,12
352,21220,16
353,35926,17
354,30470,10
355,30548,3
356,21250,14
357,18986,3
358,26930,8
359,38370,16
360,34270,10
361,25646,1
362,35892,17
363,27444,17
364,19800,8
365,30730,3
366,19480,9
367,20730,5
368,21240,18
369,18176,7
370,15566,6
371,31756,15
372,24416,3
373,31220,11
374,28550,16
375,35476,16
376,22250,10
377,32156,1
378,18340,18
379,15558,1
380,17840,16
381,28952,5
382,36618,7
383,22370,16
384,29660,19
385,15170,1
386,17032,14
387,33952,4
388,18624,14
389,25952,2
390,18774,10
391,30354,10
392,17700,3
393,38938,15
394,15498,5
395,26440,15
396,16042,10
397,19976,17
398,18696,12
399,23892,4
400,29588,9
401,32854,8
402,31360,3
403,26878,8
404,36874,4
405,21950,9
406,36900,11
407,26474,11
408,24870,8
409,31760,14
410,33652,12
411,36742,18
412,30272,4
413,31708,10
414,20128,15
415,26510,8
416,30220,7
417,25688,19
418,34534,2
419,38950,4
420,18262,5
421,36888,8
422,19140,17
423,25962,7
424,35832,8
425,17308,2
426,16452,10
427,33344,8
428,27520,1
429,17564,11
430,26410,4
431,38428,12
432,30632,16
433,29338,10
434,22214,13
435,38890,2
436,23824,13
437,17240,9
438,15622,8
439,34972,11
440,20244,19
441,18478,18
442,37842,16
443,34772,17
444,31680,9
445,15738,10
446,39002,4
447,39326,3
448,30606,16
449,30520,4
450,31540,19
451,23670,11
452,18288,10
453,26448,19
454,16740,4
455,22192,16
456,36790,19
457,23192,9
458,30070,15
459,31470,15
460,32110,15
461,24712,15
462,30476,10
463,28636,13
464,37222,4
465,27258,12
466,29324,7
467,29850,18
468,33148,1
469,20366,2
470,23834,18
471,36412,4
472,26878,7
473,32796,8
474,34182,14
475,20190,5
476,21724,14
477,25370,14
478,22224,12
479,23882,13
480,15772,6
481,29898,4
482,24696,12
483,27540,6
484,16248,17
485,39408,12
486,22584,16
487,25528,18
488,32984,15
489,25664,7
490,30864,9
491,35956,11
492,33406,12
493,19098,6
494,37244,10
495,23590,16
496,28872,1
497,33656,3
498,38230,16
499,36384,2
500,21266,8
501,22388,8
502,16408,15
503,30120,17
504,26784,5
505,25604,1
506,29022,2
507,21820,13
508,22358,4
509,22760,1
510,25844,14
511,29536,1
512,21544,15
513,28178,7
514,36128,3
515,23346,10
516,18286,7
517,15424,2
518,35774,4
519,25010,1
520,33872,17
521,25954,17
522,28392,18
523,26684,2
524,26074,9
525,15212,2
526,29634,2
527,20464,18
528,36664,19
529,30268,5
530,16956,6
531,19684,2
532,23788,4
533,39390,2
534,19480,7
535,28396,9
536,33044,5
537,16332,4
538,28548,4
539,27582,12
540,30546,15
541,17886,7
542,19094,2
543,28170,10
544,15504,1
545,16398,19
546,36300,14
547,27342,16
548,37524,7
549,20468,15
550,22180,13
551,21210,11
552,16708,6
553,24172,15
554,19322,11
555,16940,8
556,22684,2
557,24396,10
558,20514,2
559,26232,1
560,19808,4
561,22882,15
562,24334,19
563,19758,1
564,17284,13
565,22024,11
566,24556,12
567,34596,8
568,30822,18
569,36258,3
570,38590,19
571,27646,16
572,23360,16
573,32524,7
574,39298,9
575,39308,16
576,33106,1
577,17514,17
578,17946,11
579,19008,8
580,34944,3
581,26934,18
582,25204,14
583,30148,2
584,18466,9
585,33906,16
586,19710,3
587,24588,5
588,16824,5
589,37260,17
590,18504,16
591,35032,11
592,15834,18
593,31706,19
594,38852,9
595,29626,16
596,35092,5
597,19668,12
598,15084,14
599,29358,2
600,34282,19
601,21842,5
602,17116,3
603,19684,5
604,25542,10
605,27174,19
606,22432,19
607,24664,4
608,36874,7
609,25838,13
610,17876,11
611,16546,12
612,37072,10
613,21038,19
614,16786,4
615,22678,16
616,30440,13
617,19954,8
618,26808,12
619,34838,19
620,21242,2
621,22326,12
622,37586,10
623,29094,9
624,18104,12
625,25316,11
626,37912,10
627,20188,18
628,34432,3
629,19450,9
630,25326,18
631,18566,11
632,32728,7
633,22690,12
634,37032,15
635,36822,19
636,24262,14
637,22910,12
638,34634,16
639,18752,8
640,31324,1
641,24032,19
642,22642,9
643,37024,2
644,30240,14
645,25488,12
646,16610,11
647,35138,2
648,36286,4
649,33262,2
650,16730,14
651,35838,11
652,25782,17
653,31102,5
654,21464,3
655,22072,11
656,39798,4
657,16136,13
658,22088,3
659,21764,6
660,25880,18
661,16192,4
662,31766,2
663,34592,19
664,18406,15
665,25094,9
666,29894,9
667,21310,4
668,24644,9
669,32120,13
670,22266,3
671,22030,17
672,25392,1
673,16392,19
674,19760,16
675,34596,10
676,18962,7
677,36788,12
678,31740,12
679,23580,19
680,22254,19
681,26840,12
682,29672,1
683,19320,5
684,32358,8
685,30252,18
686,17070,9
687,33150,1
688,25612,5
689,37288,10
690,17866,15
691,20992,8
692,17640,10
693,38738,17
694,35844,17
695,24204,16
696,38340,3
697,27856,18
698,38452,13
699,22152,2
700,19202,18
701,38094,2
702,36576,10
703,37264,14
704,18038,2
705,37870,14
706,22264,2
707,25556,4
708,33482,9
709,30172,13
710,37936,1
711,22510,12
712,27296,8
713,16846,2
714,32922,1
715,18870,7
716,20198,14
717,17378,6
718,30402,11
719,35430,12
720,17276,10
721,16262,4
722,31070,5
723,27154,16
724,32114,1
725,16126,2
726,39814,16
727,34016,11
728,37926,2
729,38114,3
730,37364,5
731,19284,19
732,34020,6
733,27526,10
734,20512,14
735,15466,16
736,23954,19
737,23748,18
738,17696,17
739,19328,14
740,15580,6
741,17034,18
742,36968,17
743,17882,4
744,39862,7
745,39534,6
746,28488,7
747,24706,8
748,25766,18
749,19390,18
750,34528,10
751,33336,1
752,29986,16
753,24430,1
754,23790,15
755,27362,16
756,35720,17
757,25706,8
758,37070,4
759,34584,7
760,38730,8
761,31458,18
762,34424,16
763,22124,13
764,17414,5
765,38762,17
766,25970,5
767,20314,15
768,36580,17
769,38402,6
770,16444,7
771,23962,6
772,32444,4
773,29010,3
774,20494,1
775,33208,9
776,20832,1
777,21060,17
778,16080,6
779,39626,13
780,19574,1
781,23620,3
782,20674,18
783,17652,12
784,23180,10
785,35976,15
786,28076,2
787,36020,7
788,36206,12
789,17594,13
790,35842,19
791,25396,15
792,34658,13
793,16286,9
794,27334,7
795,20766,11
796,16188,10
797,28876,11
798,18112,10
799,17788,6
800,17896,18
801,26076,14
802,32870,3
803,22378,11
804,31162,13
805,36574,18
806,26934,7
807,17338,3
808,25748,16
809,15542,6
810,32030,2
811,31266,9
812,29720,9
813,27362,12
814,22022,12
815,16962,3
816,32550,2
817,38448,3
818,19792,4
819,19088,16
820,39296,7
821,23350,7
822,24348,13
823,29540,18
824,31622,2
825,26708,5
826,36266,5
827,31232,13
828,25136,13
829,34364,18
830,34278,10
831,25904,17
832,22074,18
833,36638,11
834,31048,4
835,20380,7
836,33614,7
837,19530,3
838,39188,13
839,25840,9
840,36540,3
841,25202,8
842,25938,15
843,16664,17
844,18976,17
845,27724,15
846,25436,9
847,33660,3
848,31466,16
849,21348,17
850,38230,11
851,21364,10
852,39630,18
853,35964,8
854,17700,15
855,23526,16
856,32804,16
857,38452,6
858,15508,19
859,15116,18
860,39082,5
861,28438,10
862,32848,14
863,25740,15
864,20222,9
865,30242,8
866,28974,3
867,17458,7
868,39040,10
869,37316,19
870,38764,10
871,15006,6
872,20420,18
873,34140,11
874,22002,2
875,22860,16
876,19658,12
877,29728,19
878,34440,15
879,25436,11
880,31812,19
881,29180,5
882,39532,11
883,30722,8
884,32962,2
885,18776,13
886,21072,6
887,16630,12
888,31974,14
889,34848,4
890,27958,1
891,26788,9
892,16114,5
893,30712,5
894,18600,13
895,17210,17
896,24046,10
897,37682,10
898,34298,10
899,31882,11
900,34082,13
901,19742,1
902,18050,15
903,24164,17
904,23434,18
905,20170,15
906,27546,16
907,17000,2
908,21036,2
909,29144,16
910,37230,8
911,38608,3
912,33134,12
913,27562,8
914,25400,19
915,39076,2
916,33578,15
917,28548,10
918,16830,4
919,20148,15
920,24052,17
921,30866,14
922,32710,4
923,36980,13
924,22462,8
925,35966,14
926,17132,17
927,38708,15
928,26726,16
929,31706,6
930,36284,15
931,28806,10
932,20168,18
933,38990,12
934,37314,8
935,33384,2
936,36920,15
937,24492,16
938,30082,14
939,31036,13
940,17414,13
941,29132,11
942,16556,11
943,23242,6
944,39772,14
945,21190,3
946,16068,19
947,22448,15
948,26794,12
949,20302,4
950,30592,3
951,18734,19
952,38890,8
953,37316,14
954,36914,17
955,38400,14
956,26180,12
957,21726,4
958,39182,14
959,38192,17
960,21232,12
961,24248,3
962,24198,5
963,19236,17
964,19604,8
965,36840,16
966,23030,4
967,39412,2
968,33504,3
969,38604,8
970,15076,18
971,16534,15
972,26572,6
973,32194,11
974,16406,10
975,33508,6
976,39652,8
977,33500,13
978,26866,4
979,31312,12
980,25574,1
981,20004,5
982,29130,11
983,17198,17
984,32740,1
985,39996,18
986,15198,6
987,15636,14
988,16076,8
989,27506,8
990,15334,16
991,32430,3
992,30314,12
993,19186,11
994,20332,17
995,26942,2
996,24054,1
997,37846,19
998,35724,8
999,38138,4
1000,20176,19
1001,22482,9
1002,18916,12
1003,20750,9
1004,30464,5
1005,17272,2
1006,37266,18
1007,28690,10
1008,27378,3
1009,27884,7
1010,34064,4
1011,15106,3
1012,38794,3
1013,30170,1
1014,19468,8
1015,28266,5
1016,23662,11
1017,38828,11
1018,18152,2
1019,34538,13
1020,19750,11
1021,36046,15
1022,31970,3
1023,22788,1
1024,24856,12
1025,21126,2
1026,36518,16
1027,37862,1
1028,24452,3
1029,18960,10
1030,33314,18
1031,21236,6
1032,39890,7
1033,26596,1
1034,35372,17
1035,29464,7
1036,23642,13
1037,24964,15
1038,39110,13
1039,33982,18
1040,24806,17
1041,39116,15
1042,25908,16
1043,33624,12
1044,16100,4
1045,19922,16
1046,18108,5
1047,21424,11
1048,27230,13
1049,24214,8
1050,38164,17
1051,16036,2
1052,15026,17
1053,26766,4
1054,39710,5
1055,24558,11
1056,30240,12
1057,16418,3
1058,23922,6
1059,37776,4
1060,29012,17
1061,31936,5
1062,21178,14
1063,16664,7
1064,15358,2
1065,24982,3
1066,28766,13
1067,25686,7
1068,34288,11
1069,34890,16
1070,20518,15
1071,21232,18
1072,17656,11
1073,28976,13
1074,38190,2
1075,23296,12
1076,22958,5
1077,26888,10
1078,16084,5
1079,34540,9
1080,26876,14
1081,31080,2
1082,32322,5
1083,29646,2
1084,29006,7
1085,25438,5
1086,39356,14
1087,38134,17
1088,35412,6
1089,24448,9
1090,33610,7
1091,22776,4
1092,25466,12
1093,39634,1
1094,21384,2
1095,19488,13
1096,37730,6
1097,36750,3
1098,30674,5
1099,38432,12
1100,17312,17
1101,17998,4
1102,31860,14
1103,17436,1
1104,16396,4
1105,25136,16
1106,20830,15
1107,25034,8
1108,35162,15
1109,37750,17
1110,30144,6
1111,29056,6
1112,39094,16
1113,25426,3
1114,21614,1
1115,20336,13
1116,24126,7
1117,30868,15
1118,15486,9
1119,26934,2
1120,35566,8
1121,36488,19
1122,30476,16
1123,34950,16
1124,22108,1
1125,18040,15
1126,37032,4
1127,22880,11
1128,25218,7
1129,18484,17
1130,26500,7
1131,17820,3
1132,28572,1
1133,26066,3
1134,31598,7
1135,38822,6
1136,16480,17
1137,32418,4
1138,37190,19
1139,29908,2
1140,16252,17
1141,28490,1
1142,35432,11
1143,15992,3
1144,35548,15
1145,20960,11
1146,37686,8
1147,19942,15
1148,17588,11
1149,23104,17
1150,18920,2
1151,19748,12
1152,29530,17
1153,16402,6
1154,25850,3
1155,22100,5
1156,16906,7
1157,19736,8
1158,21186,3
1159,37274,2
1160,37360,2
1161,33372,5
1162,27966,9
1163,18406,5
1164,32114,7
1165,21472,11
1166,20612,18
1167,28732,7
1168,21342,6
1169,18398,11
1170,17006,10
1171,25606,15
1172,15756,9
1173,34154,17
1174,38478,8
1175,35508,1
1176,36730,4
1177,38392,4
1178,30902,4
1179,28940,10
1180,24434,15
1181,36972,16
1182,18638,2
1183,23522,3
1184,19066,4
1185,18850,17
1186,24860,13
1187,39724,7
1188,37744,10
1189,22844,12
1190,30460,2
1191,35620,2
1192,17734,10
1193,25838,12
1194,22850,2
1195,35674,2
1196,25910,19
1197,29346,3
1198,15742,9
1199,23064,12
1200,35694,15
1201,20916,16
1202,25546,19
1203,23284,11
1204,32828,5
1205,25382,13
1206,23518,2
1207,21182,6
1208,27216,3
1209,21418,13
1210,17700,6
1211,32416,13
1212,29896,1
1213,23434,5
1214,39094,1
1215,34006,1
1216,17974,12
1217,24814,12
1218,29218,7
1219,27580,15
1220,23862,2
1221,24762,18
1222,30088,15
1223,31586,9
1224,37032,9
1225,31216,14
1226,31958,9
1227,27008,5
1228,24724,9
1229,26736,12
1230,18130,14
1231,21452,5
1232,38066,6
1233,16414,12
1234,17218,9
1235,36658,11
1236,17036,16
1237,18026,16
1238,35166,18
1239,23180,9
1240,16372,17
1241,34616,9
1242,18576,2
1243,27498,5
1244,35908,5
1245,32698,1
1246,38278,9
1247,32370,9
1248,38404,5
1249,33418,15
1250,22788,2
1251,18806,7
1252,20904,9
1253,38822,19
1254,22776,4
1255,17120,16
1256,21906,11
1257,24144,16
1258,30964,13
1259,31720,11
1260,25780,2
1261,21050,3
1262,34696,13
1263,23398,16
1264,17926,14
1265,32208,10
1266,20732,6
1267,35318,8
1268,38548,1
1269,15880,13
1270,31596,19
1271,23982,4
1272,39226,14
1273,25364,15
1274,29822,1
1275,33690,7
1276,17590,13
1277,28670,15
1278,33452,10
1279,15394,13
1280,29074,13
1281,28636,13
1282,16330,15
1283,22146,15
1284,20482,5
1285,27352,5
1286,18864,11
1287,22196,8
1288,39506,10
1289,39066,11
1290,26496,11
1291,32688,1
1292,26588,14
1293,22664,3
1294,36464,10
1295,19866,1
1296,27624,17
1297,19584,7
1298,30988,8
1299,35392,19
1300,25852,4
1301,18098,4
1302,39316,7
1303,24268,12
1304,32296,15
1305,34550,2
1306,30384,2
1307,15284,4
1308,18274,19
1309,18928,2
1310,19554,9
1311,16344,16
1312,37102,14
1313,33040,8
1314,26930,4
1315,25392,17
1316,29010,15
1317,38266,9
1318,19546,4
1319,33300,7
1320,34988,10
1321,30166,7
1322,28652,15
1323,21692,17
1324,35342,5
1325,35270,1
1326,17604,9
1327,34070,13
1328,15578,11
1329,37436,6
1330,17308,18
1331,27894,10
1332,38572,6
1333,39066,5
1334,18372,12
1335,22726,16
1336,29572,10
1337,17892,9
1338,16290,19
1339,17890,17
1340,35402,7
1341,35680,6
1342,25808,12
1343,16920,13
1344,27468,3
1345,16834,4
1346,19600,5
1347,20004,6
1348,24316,16
1349,15492,7
1350,27946,18
1351,35136,17
1352,20126,13
1353,36458,3
1354,18600,5
1355,29566,16
1356,28914,14
1357,26718,2
1358,29680,7
1359,36950,17
1360,35258,11
1361,36342,10
1362,21002,13
1363,38182,1
1364,37612,13
1365,35122,5
1366,25738,14
1367,31702,15
1368,20986,12
1369,32766,8
1370,16972,9
1371,31132,7
1372,16608,2
1373,27062,8
1374,20698,17
1375,34590,15
1376,29518,11
1377,35538,7
1378,34688,1
1379,30308,3
1380,25874,4
1381,23066,7
1382,25800,10
1383,30496,3
1384,27136,17
1385,31710,1
1386,23684,11
1387,30984,2
1388,17730,9
1389,34200,10
1390,24098,17
1391,30982,15
1392,16224,18
1393,17462,6
1394,32360,12
1395,18630,1
1396,30558,15
1397,29818,14
1398,23018,4
1399,27662,18
1400,15452,19
1401,39138,13
1402,24780,9
1403,31540,13
1404,38258,7
1405,22534,18
1406,24834,11
1407,38786,16
1408,26646,18
1409,28316,5
1410,27180,6
1411,38652,3
1412,35088,16
1413,30816,18
1414,22336,2
1415,34062,6
1416,39252,4
1417,20654,16
1418,24716,12
1419,28726,15
1420,34574,4
1421,23442,6
1422,37110,19
1423,21976,15
1424,18244,16
1425,29214,2
1426,28790,16
1427,31942,8
1428,32336,9
1429,16654,2
1430,35808,12
1431,16974,7
1432,24864,3
1433,24540,11
1434,23196,11
1435,34896,2
1436,18596,16
1437,21402,15
1438,23358,16
1439,36722,10
1440,36208,14
1441,34254,10
1442,37768,4
1443,24700,6
1444,21754,14
1445,38972,3
1446,16370,3
1447,15940,1
1448,15924,8
1449,19876,13
1450,33618,10
1451,30410,12
1452,22574,8
1453,16436,8
1454,24100,16
1455,24200,16
1456,27002,17
1457,26100,14
1458,25414,1
1459,22342,6
1460,22966,8
1461,17228,9
1462,26068,18
1463,37990,2
1464,30056,14
1465,30008,15
1466,38400,19
1467,35262,8
1468,21980,16
1469,17100,13
1470,28272,5
1471,26020,4
1472,15336,4
1473,37920,15
1474,23730,7
1475,21366,3
1476,25682,12
1477,26276,19
1478,17766,7
1479,32564,1
1480,26006,19
1481,26918,14
1482,16888,6
1483,20544,8
1484,18596,17
1485,19696,7
1486,16724,12
1487,32564,5
1488,27098,12
1489,19156,16
1490,25092,1
1491,37190,16
1492,35430,18
1493,18264,19
1494,23622,7
1495,18988,19
1496,16674,15
1497,39072,9
1498,19066,5
1499,34064,11
1500,27854,7
1501,25928,2
1502,22284,19
1503,18274,19
1504,16764,10
1505,24088,8
1506,26062,6
1507,32574,19
1508,26192,12
1509,29126,14
1510,29922,2
1511,26302,3
1512,38074,10
1513,34170,12
1514,20460,19
1515,35878,4
1516,38914,16
1517,24040,11
1518,20104,19
1519,33494,2
1520,18084,1
1521,22930,3
1522,34672,4
1523,19886,4
1524,33714,12
1525,15472,8
1526,29914,3
1527,15824,6
1528,30996,14
1529,33562,11
1530,15770,14
1531,30406,3
1532,39288,12
1533,27778,4
1534,29446,10
1535,29278,14
1536,36212,19
1537,34550,11
1538,29012,12
1539,22110,17
1540,22200,18
1541,23844,15
1542,34712,16
1543,15000,13
1544,36890,13
1545,31852,19
1546,35686,15
1547,16692,2
1548,30206,10
1549,20060,6
1550,37582,16
1551,35412,16
1552,32370,6
1553,21062,7
1554,16564,9
1555,32588,19
1556,20350,4
1557,32062,9
1558,34704,15
1559,24812,19
1560,21476,9
1561,22416,15
1562,17052,10
1563,28822,12
1564,18260,5
1565,28458,12
1566,37906,18
1567,38530,8
1568,35476,5
1569,37460,1
1570,36260,7
1571,17438,2
1572,31020,4
1573,16204,8
1574,29412,11
1575,36608,12
1576,15454,18
1577,23374,12
1578,22688,6
1579,29706,18
1580,35778,16
1581,22014,9
1582,31480,19
1583,16616,9
1584,21350,10
1585,17232,7
1586,31344,6
1587,34500,2
1588,17178,13
1589,17980,15
1590,36274,15
1591,21812,16
1592,21514,17
1593,36388,19
1594,30438,8
1595,37808,10
1596,27312,5
1597,31674,15
1598,35758,14
1599,25078,8
1600,16486,18
1601,29072,12
1602,28320,14
1603,30008,14
1604,30800,10
1605,29264,4
1606,17986,9
1607,20136,13
1608,31562,17
1609,36504,19
1610,36284,10
1611,23886,2
1612,21346,16
1613,15482,1
1614,16516,17
1615,29188,15
1616,16980,10
1617,38982,17
1618,31752,5
1619,17006,17
1620,21652,3
1621,29102,8
1622,28254,12
1623,37600,12
1624,22310,2
1625,34852,8
1626,39046,19
1627,26198,9
1628,37012,11
1629,31460,1
1630,24012,3
1631,27808,14
1632,27534,15
1633,23564,13
1634,35118,8
1635,23144,15
1636,25156,4
1637,39300,18
1638,21674,8
1639,39694,10
1640,26304,9
1641,27446,11
1642,35466,8
1643,32062,11
1644,17584,3
1645,30412,19
1646,21348,6
1647,28980,13
1648,29364,1
1649,30088,13
1650,31668,16
1651,22548,19
1652,15550,17
1653,28132,18
1654,25822,19
1655,16992,3
1656,26320,15
1657,38950,11
1658,21582,10
1659,38786,1
1660,17678,6
1661,23654,14
1662,25790,1
1663,24144,7
1664,20142,19
1665,36858,10
1666,22806,10
1667,33724,9
1668,35216,3
1669,33402,14
1670,29632,5
1671,23890,3
1672,18540,11
1673,37860,4
1674,29048,5
1675,30764,5
1676,33296,10
1677,30212,16
1678,24398,13
1679,25762,8
1680,19160,6
1681,16820,14
1682,26292,3
1683,20138,16
1684,31532,3
1685,36084,18
1686,25224,3
1687,37532,2
1688,36526,19
1689,28674,7
1690,22212,12
1691,37396,8
1692,17808,6
1693,15038,2
1694,30056,5
1695,16646,14
1696,38452,9
1697,34228,17
1698,31104,2
1699,37364,10
1700,17118,6
